======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-28 01:14:38
Log file: logs/simulation_20260228_011438.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 1.00e-04, dt (rescaled) = 1.0000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 1.7321e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7385.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 10000 GeV  →  3H/η = 7.22e-09
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7385.0...
  V'(0) = 1.1883e-06
  V'(VEV) = 7.2482e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 1.1883e-06
  V'(1e0)   = 1.1883e+04
  V'(1e5)   = -9.9982e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 1.8249e+03 and 1.9198e+03
  Barrier top at: 1.8614e+03
  Escape point: 2.0476e+03
  V'(escape) = -5.2920e+06 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7385_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_10000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7385_dx_0.001_dtphys_0.0001_interval_10000_3D_hubble_eta_10000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 300000, dt: 1.00e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8432e+03)
Overdamped mode: DISABLED (η = 10000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 7.22e-09
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=40000.0, interval=50)
Step 0/300000 | t=0.00e+00 | T=7385.0 | a=1.000000 | H=2.41e-05 | 4.3 steps/s | 232.65 ms/step | ETA: 1163.2 min
Step 17350/300000 | t=1.74e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.8 steps/s | 77.94 ms/step | ETA: 367.2 min
Step 17400/300000 | t=1.74e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.8 steps/s | 78.04 ms/step | ETA: 367.6 min
Step 17450/300000 | t=1.75e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.8 steps/s | 78.16 ms/step | ETA: 368.0 min
Step 17500/300000 | t=1.75e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.8 steps/s | 78.38 ms/step | ETA: 369.1 min
Step 17550/300000 | t=1.75e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.7 steps/s | 78.51 ms/step | ETA: 369.6 min
Step 17600/300000 | t=1.76e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.7 steps/s | 78.63 ms/step | ETA: 370.1 min
Step 17650/300000 | t=1.76e+00 | T=7384.7 | a=1.000042 | H=2.41e-05 | 12.7 steps/s | 78.75 ms/step | ETA: 370.6 min
Step 17700/300000 | t=1.77e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.7 steps/s | 78.89 ms/step | ETA: 371.2 min
Step 17750/300000 | t=1.77e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.7 steps/s | 79.02 ms/step | ETA: 371.7 min
Step 17800/300000 | t=1.78e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.6 steps/s | 79.15 ms/step | ETA: 372.3 min
Step 17850/300000 | t=1.78e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.6 steps/s | 79.28 ms/step | ETA: 372.8 min
Step 17900/300000 | t=1.79e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.6 steps/s | 79.43 ms/step | ETA: 373.4 min
Step 17950/300000 | t=1.79e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.6 steps/s | 79.56 ms/step | ETA: 374.0 min
Step 18000/300000 | t=1.80e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.5 steps/s | 79.88 ms/step | ETA: 375.5 min
Step 18050/300000 | t=1.80e+00 | T=7384.7 | a=1.000043 | H=2.41e-05 | 12.5 steps/s | 80.02 ms/step | ETA: 376.0 min
Step 18100/300000 | t=1.81e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.5 steps/s | 80.15 ms/step | ETA: 376.6 min
Step 18150/300000 | t=1.81e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.5 steps/s | 80.28 ms/step | ETA: 377.1 min
Step 18200/300000 | t=1.82e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.4 steps/s | 80.40 ms/step | ETA: 377.6 min
Step 18250/300000 | t=1.82e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.4 steps/s | 80.53 ms/step | ETA: 378.2 min
Step 18300/300000 | t=1.83e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.4 steps/s | 80.66 ms/step | ETA: 378.7 min
Step 18350/300000 | t=1.83e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.4 steps/s | 80.81 ms/step | ETA: 379.3 min
Step 18400/300000 | t=1.84e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.4 steps/s | 80.92 ms/step | ETA: 379.8 min
Step 18450/300000 | t=1.84e+00 | T=7384.7 | a=1.000044 | H=2.41e-05 | 12.3 steps/s | 81.03 ms/step | ETA: 380.2 min
Step 18500/300000 | t=1.85e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.3 steps/s | 81.25 ms/step | ETA: 381.2 min
Step 18550/300000 | t=1.85e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.3 steps/s | 81.35 ms/step | ETA: 381.6 min
Step 18600/300000 | t=1.86e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.3 steps/s | 81.45 ms/step | ETA: 382.0 min
Step 18650/300000 | t=1.86e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.3 steps/s | 81.56 ms/step | ETA: 382.4 min
Step 18700/300000 | t=1.87e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.2 steps/s | 81.65 ms/step | ETA: 382.8 min
Step 18750/300000 | t=1.88e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.2 steps/s | 81.75 ms/step | ETA: 383.2 min
Step 18800/300000 | t=1.88e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.2 steps/s | 81.86 ms/step | ETA: 383.7 min
Step 18850/300000 | t=1.89e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.2 steps/s | 81.96 ms/step | ETA: 384.0 min
Step 18900/300000 | t=1.89e+00 | T=7384.7 | a=1.000045 | H=2.41e-05 | 12.2 steps/s | 82.06 ms/step | ETA: 384.4 min
Step 18950/300000 | t=1.90e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.2 steps/s | 82.16 ms/step | ETA: 384.9 min
Step 19000/300000 | t=1.90e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.39 ms/step | ETA: 385.8 min
Step 19050/300000 | t=1.91e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.48 ms/step | ETA: 386.2 min
Step 19100/300000 | t=1.91e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.57 ms/step | ETA: 386.6 min
Step 19150/300000 | t=1.92e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.68 ms/step | ETA: 387.0 min
Step 19200/300000 | t=1.92e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.77 ms/step | ETA: 387.4 min
Step 19250/300000 | t=1.93e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.87 ms/step | ETA: 387.8 min
Step 19300/300000 | t=1.93e+00 | T=7384.7 | a=1.000046 | H=2.41e-05 | 12.1 steps/s | 82.97 ms/step | ETA: 388.2 min
Step 19350/300000 | t=1.94e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 12.0 steps/s | 83.06 ms/step | ETA: 388.5 min
Step 19400/300000 | t=1.94e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 12.0 steps/s | 83.15 ms/step | ETA: 388.9 min
Step 19450/300000 | t=1.95e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 12.0 steps/s | 83.26 ms/step | ETA: 389.3 min
Step 19500/300000 | t=1.95e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 12.0 steps/s | 83.53 ms/step | ETA: 390.5 min
Step 19550/300000 | t=1.96e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 11.9 steps/s | 83.73 ms/step | ETA: 391.4 min
Step 19600/300000 | t=1.96e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 11.9 steps/s | 83.95 ms/step | ETA: 392.3 min
Step 19650/300000 | t=1.97e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 11.9 steps/s | 84.13 ms/step | ETA: 393.1 min
Step 19700/300000 | t=1.97e+00 | T=7384.7 | a=1.000047 | H=2.41e-05 | 11.9 steps/s | 84.34 ms/step | ETA: 394.0 min
Step 19750/300000 | t=1.98e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 84.54 ms/step | ETA: 394.9 min
Step 19800/300000 | t=1.98e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 84.71 ms/step | ETA: 395.6 min
Step 19850/300000 | t=1.99e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 84.81 ms/step | ETA: 396.0 min
Step 19900/300000 | t=1.99e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 84.88 ms/step | ETA: 396.2 min
Step 19950/300000 | t=2.00e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 84.89 ms/step | ETA: 396.2 min
Step 20000/300000 | t=2.00e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 85.01 ms/step | ETA: 396.7 min
Step 20050/300000 | t=2.00e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 85.03 ms/step | ETA: 396.8 min
Step 20100/300000 | t=2.01e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 85.06 ms/step | ETA: 396.8 min
Step 20150/300000 | t=2.02e+00 | T=7384.6 | a=1.000048 | H=2.41e-05 | 11.8 steps/s | 85.09 ms/step | ETA: 396.9 min
Step 20200/300000 | t=2.02e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.12 ms/step | ETA: 397.0 min
Step 20250/300000 | t=2.02e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.16 ms/step | ETA: 397.1 min
Step 20300/300000 | t=2.03e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.20 ms/step | ETA: 397.2 min
Step 20350/300000 | t=2.04e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.25 ms/step | ETA: 397.3 min
Step 20400/300000 | t=2.04e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.34 ms/step | ETA: 397.7 min
Step 20450/300000 | t=2.04e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.40 ms/step | ETA: 397.9 min
Step 20500/300000 | t=2.05e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.55 ms/step | ETA: 398.5 min
Step 20550/300000 | t=2.06e+00 | T=7384.6 | a=1.000049 | H=2.41e-05 | 11.7 steps/s | 85.62 ms/step | ETA: 398.8 min
Step 20600/300000 | t=2.06e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.7 steps/s | 85.71 ms/step | ETA: 399.1 min
Step 20650/300000 | t=2.06e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.7 steps/s | 85.79 ms/step | ETA: 399.4 min
Step 20700/300000 | t=2.07e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.6 steps/s | 85.85 ms/step | ETA: 399.6 min
Step 20750/300000 | t=2.08e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.6 steps/s | 85.94 ms/step | ETA: 400.0 min
Step 20800/300000 | t=2.08e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.6 steps/s | 86.02 ms/step | ETA: 400.3 min
Step 20850/300000 | t=2.08e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.6 steps/s | 86.12 ms/step | ETA: 400.7 min
Step 20900/300000 | t=2.09e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.6 steps/s | 86.19 ms/step | ETA: 400.9 min
Step 20950/300000 | t=2.10e+00 | T=7384.6 | a=1.000050 | H=2.41e-05 | 11.6 steps/s | 86.28 ms/step | ETA: 401.3 min
Step 21000/300000 | t=2.10e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.6 steps/s | 86.47 ms/step | ETA: 402.1 min
Step 21050/300000 | t=2.10e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.6 steps/s | 86.56 ms/step | ETA: 402.4 min
Step 21100/300000 | t=2.11e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 86.65 ms/step | ETA: 402.8 min
Step 21150/300000 | t=2.12e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 86.73 ms/step | ETA: 403.1 min
Step 21200/300000 | t=2.12e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 86.82 ms/step | ETA: 403.4 min
Step 21250/300000 | t=2.12e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 86.91 ms/step | ETA: 403.8 min
Step 21300/300000 | t=2.13e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 86.99 ms/step | ETA: 404.1 min
Step 21350/300000 | t=2.13e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 87.08 ms/step | ETA: 404.4 min
Step 21400/300000 | t=2.14e+00 | T=7384.6 | a=1.000051 | H=2.41e-05 | 11.5 steps/s | 87.17 ms/step | ETA: 404.8 min
Step 21450/300000 | t=2.15e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.5 steps/s | 87.26 ms/step | ETA: 405.1 min
Step 21500/300000 | t=2.15e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 405.9 min
Step 21550/300000 | t=2.15e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.52 ms/step | ETA: 406.2 min
Step 21600/300000 | t=2.16e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.61 ms/step | ETA: 406.5 min
Step 21650/300000 | t=2.17e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.70 ms/step | ETA: 406.8 min
Step 21700/300000 | t=2.17e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.80 ms/step | ETA: 407.3 min
Step 21750/300000 | t=2.17e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.89 ms/step | ETA: 407.6 min
Step 21800/300000 | t=2.18e+00 | T=7384.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.97 ms/step | ETA: 407.9 min
Step 21850/300000 | t=2.19e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.4 steps/s | 88.05 ms/step | ETA: 408.2 min
Step 21900/300000 | t=2.19e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.13 ms/step | ETA: 408.5 min
Step 21950/300000 | t=2.19e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.20 ms/step | ETA: 408.7 min
Step 22000/300000 | t=2.20e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.38 ms/step | ETA: 409.5 min
Step 22050/300000 | t=2.21e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.46 ms/step | ETA: 409.8 min
Step 22100/300000 | t=2.21e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.52 ms/step | ETA: 410.0 min
Step 22150/300000 | t=2.21e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.59 ms/step | ETA: 410.3 min
Step 22200/300000 | t=2.22e+00 | T=7384.6 | a=1.000053 | H=2.41e-05 | 11.3 steps/s | 88.66 ms/step | ETA: 410.5 min
Step 22250/300000 | t=2.23e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.3 steps/s | 88.72 ms/step | ETA: 410.7 min
Step 22300/300000 | t=2.23e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.3 steps/s | 88.78 ms/step | ETA: 410.9 min
Step 22350/300000 | t=2.23e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.3 steps/s | 88.83 ms/step | ETA: 411.1 min
Step 22400/300000 | t=2.24e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.3 steps/s | 88.88 ms/step | ETA: 411.2 min
Step 22450/300000 | t=2.25e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.2 steps/s | 88.96 ms/step | ETA: 411.5 min
Step 22500/300000 | t=2.25e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.2 steps/s | 89.10 ms/step | ETA: 412.1 min
Step 22550/300000 | t=2.25e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.2 steps/s | 89.15 ms/step | ETA: 412.2 min
Step 22600/300000 | t=2.26e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.2 steps/s | 89.22 ms/step | ETA: 412.5 min
Step 22650/300000 | t=2.27e+00 | T=7384.6 | a=1.000054 | H=2.41e-05 | 11.2 steps/s | 89.29 ms/step | ETA: 412.7 min
Step 22700/300000 | t=2.27e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.2 steps/s | 89.33 ms/step | ETA: 412.9 min
Step 22750/300000 | t=2.27e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.2 steps/s | 89.38 ms/step | ETA: 413.0 min
Step 22800/300000 | t=2.28e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.2 steps/s | 89.42 ms/step | ETA: 413.1 min
Step 22850/300000 | t=2.29e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.2 steps/s | 89.46 ms/step | ETA: 413.2 min
Step 22900/300000 | t=2.29e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.2 steps/s | 89.51 ms/step | ETA: 413.4 min
Step 22950/300000 | t=2.29e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.2 steps/s | 89.56 ms/step | ETA: 413.5 min
Step 23000/300000 | t=2.30e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.1 steps/s | 89.69 ms/step | ETA: 414.1 min
Step 23050/300000 | t=2.31e+00 | T=7384.6 | a=1.000055 | H=2.41e-05 | 11.1 steps/s | 89.75 ms/step | ETA: 414.3 min
Step 23100/300000 | t=2.31e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 89.80 ms/step | ETA: 414.4 min
Step 23150/300000 | t=2.31e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 89.88 ms/step | ETA: 414.7 min
Step 23200/300000 | t=2.32e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 89.93 ms/step | ETA: 414.9 min
Step 23250/300000 | t=2.33e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 89.98 ms/step | ETA: 415.0 min
Step 23300/300000 | t=2.33e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 90.04 ms/step | ETA: 415.2 min
Step 23350/300000 | t=2.33e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 90.09 ms/step | ETA: 415.4 min
Step 23400/300000 | t=2.34e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 90.15 ms/step | ETA: 415.6 min
Step 23450/300000 | t=2.35e+00 | T=7384.6 | a=1.000056 | H=2.41e-05 | 11.1 steps/s | 90.22 ms/step | ETA: 415.8 min
Step 23500/300000 | t=2.35e+00 | T=7384.6 | a=1.000057 | H=2.41e-05 | 11.1 steps/s | 90.37 ms/step | ETA: 416.4 min
Step 23550/300000 | t=2.35e+00 | T=7384.6 | a=1.000057 | H=2.41e-05 | 11.1 steps/s | 90.43 ms/step | ETA: 416.6 min
Step 23600/300000 | t=2.36e+00 | T=7384.6 | a=1.000057 | H=2.41e-05 | 11.1 steps/s | 90.49 ms/step | ETA: 416.8 min
Step 23650/300000 | t=2.37e+00 | T=7384.6 | a=1.000057 | H=2.41e-05 | 11.0 steps/s | 90.56 ms/step | ETA: 417.1 min
