======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-26 20:18:16
Log file: logs/simulation_20260226_201816.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 2.50e-04, dt (rescaled) = 2.5000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 4.3301e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7410.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 3000 GeV  →  3H/η = 2.41e-08
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7410.0...
  V'(0) = 1.8860e-06
  V'(VEV) = 7.3221e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 1.8860e-06
  V'(1e0)   = 1.8860e+04
  V'(1e5)   = -9.9981e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 2.2355e+03 and 2.3518e+03
  Barrier top at: 2.3270e+03
  Escape point: 2.5597e+03
  V'(escape) = -1.0575e+07 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7410_dx_0.001_dtphys_0.00025_interval_4000_3D_hubble_eta_3000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7410_dx_0.001_dtphys_0.00025_interval_4000_3D_hubble_eta_3000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 500000, dt: 2.50e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.3339e+03)
Overdamped mode: DISABLED (η = 3000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-08
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=40000.0, interval=100)
Step 0/500000 | t=0.00e+00 | T=7410.0 | a=1.000000 | H=2.41e-05 | 4.3 steps/s | 233.39 ms/step | ETA: 1944.9 min
Step 76000/500000 | t=1.90e+01 | T=7406.6 | a=1.000457 | H=2.41e-05 | 13.3 steps/s | 75.21 ms/step | ETA: 531.5 min
Step 80000/500000 | t=2.00e+01 | T=7406.4 | a=1.000481 | H=2.41e-05 | 13.3 steps/s | 75.22 ms/step | ETA: 526.5 min
Step 84000/500000 | t=2.10e+01 | T=7406.3 | a=1.000505 | H=2.41e-05 | 13.3 steps/s | 75.24 ms/step | ETA: 521.7 min
Step 88000/500000 | t=2.20e+01 | T=7406.1 | a=1.000529 | H=2.41e-05 | 13.3 steps/s | 75.25 ms/step | ETA: 516.7 min
Step 92000/500000 | t=2.30e+01 | T=7405.9 | a=1.000553 | H=2.41e-05 | 13.3 steps/s | 75.28 ms/step | ETA: 511.9 min
Step 96000/500000 | t=2.40e+01 | T=7405.7 | a=1.000578 | H=2.41e-05 | 13.3 steps/s | 75.28 ms/step | ETA: 506.9 min
Step 100000/500000 | t=2.50e+01 | T=7405.5 | a=1.000602 | H=2.41e-05 | 13.3 steps/s | 75.29 ms/step | ETA: 502.0 min
Step 104000/500000 | t=2.60e+01 | T=7405.4 | a=1.000626 | H=2.41e-05 | 13.3 steps/s | 75.28 ms/step | ETA: 496.8 min
Step 108000/500000 | t=2.70e+01 | T=7405.2 | a=1.000650 | H=2.41e-05 | 13.3 steps/s | 75.28 ms/step | ETA: 491.8 min
Step 112000/500000 | t=2.80e+01 | T=7405.0 | a=1.000674 | H=2.41e-05 | 13.3 steps/s | 75.27 ms/step | ETA: 486.8 min
Step 116000/500000 | t=2.90e+01 | T=7404.8 | a=1.000698 | H=2.41e-05 | 13.3 steps/s | 75.28 ms/step | ETA: 481.8 min
Step 120000/500000 | t=3.00e+01 | T=7404.7 | a=1.000722 | H=2.41e-05 | 13.3 steps/s | 75.28 ms/step | ETA: 476.8 min
Step 124000/500000 | t=3.10e+01 | T=7404.5 | a=1.000746 | H=2.41e-05 | 13.3 steps/s | 75.29 ms/step | ETA: 471.8 min
Step 128000/500000 | t=3.20e+01 | T=7404.3 | a=1.000770 | H=2.41e-05 | 13.3 steps/s | 75.29 ms/step | ETA: 466.8 min
Step 132000/500000 | t=3.30e+01 | T=7404.1 | a=1.000794 | H=2.41e-05 | 13.3 steps/s | 75.29 ms/step | ETA: 461.8 min
Step 136000/500000 | t=3.40e+01 | T=7403.9 | a=1.000818 | H=2.41e-05 | 13.3 steps/s | 75.29 ms/step | ETA: 456.7 min
Step 140000/500000 | t=3.50e+01 | T=7403.8 | a=1.000842 | H=2.41e-05 | 13.3 steps/s | 75.29 ms/step | ETA: 451.7 min

*** phi threshold exceeded: max|phi|=40230.4 > 40000.0
*** Switching to dense snapshots: every 100 steps

Step 142400/500000 | t=3.56e+01 | T=7403.7 | a=1.000857 | H=2.41e-05 | 13.3 steps/s | 75.30 ms/step | ETA: 448.8 min
Step 142500/500000 | t=3.56e+01 | T=7403.7 | a=1.000857 | H=2.41e-05 | 13.3 steps/s | 75.31 ms/step | ETA: 448.7 min
Step 142600/500000 | t=3.56e+01 | T=7403.6 | a=1.000858 | H=2.41e-05 | 13.3 steps/s | 75.34 ms/step | ETA: 448.7 min
Step 142700/500000 | t=3.57e+01 | T=7403.6 | a=1.000859 | H=2.41e-05 | 13.3 steps/s | 75.35 ms/step | ETA: 448.7 min
Step 142800/500000 | t=3.57e+01 | T=7403.6 | a=1.000859 | H=2.41e-05 | 13.3 steps/s | 75.37 ms/step | ETA: 448.7 min
Step 142900/500000 | t=3.57e+01 | T=7403.6 | a=1.000860 | H=2.41e-05 | 13.3 steps/s | 75.41 ms/step | ETA: 448.8 min
Step 143000/500000 | t=3.58e+01 | T=7403.6 | a=1.000860 | H=2.41e-05 | 13.3 steps/s | 75.42 ms/step | ETA: 448.7 min
Step 143100/500000 | t=3.58e+01 | T=7403.6 | a=1.000861 | H=2.41e-05 | 13.3 steps/s | 75.42 ms/step | ETA: 448.6 min
Step 143200/500000 | t=3.58e+01 | T=7403.6 | a=1.000862 | H=2.41e-05 | 13.3 steps/s | 75.43 ms/step | ETA: 448.6 min
Step 143300/500000 | t=3.58e+01 | T=7403.6 | a=1.000862 | H=2.41e-05 | 13.3 steps/s | 75.44 ms/step | ETA: 448.5 min
Step 143400/500000 | t=3.59e+01 | T=7403.6 | a=1.000863 | H=2.41e-05 | 13.3 steps/s | 75.44 ms/step | ETA: 448.4 min
Step 143500/500000 | t=3.59e+01 | T=7403.6 | a=1.000863 | H=2.41e-05 | 13.3 steps/s | 75.45 ms/step | ETA: 448.3 min
Step 143600/500000 | t=3.59e+01 | T=7403.6 | a=1.000864 | H=2.41e-05 | 13.3 steps/s | 75.45 ms/step | ETA: 448.2 min
Step 143700/500000 | t=3.59e+01 | T=7403.6 | a=1.000865 | H=2.41e-05 | 13.3 steps/s | 75.45 ms/step | ETA: 448.1 min
Step 143800/500000 | t=3.60e+01 | T=7403.6 | a=1.000865 | H=2.41e-05 | 13.3 steps/s | 75.46 ms/step | ETA: 448.0 min
Step 143900/500000 | t=3.60e+01 | T=7403.6 | a=1.000866 | H=2.41e-05 | 13.2 steps/s | 75.48 ms/step | ETA: 448.0 min
Step 144000/500000 | t=3.60e+01 | T=7403.6 | a=1.000866 | H=2.41e-05 | 13.2 steps/s | 75.48 ms/step | ETA: 447.9 min
Step 144100/500000 | t=3.60e+01 | T=7403.6 | a=1.000867 | H=2.41e-05 | 13.2 steps/s | 75.49 ms/step | ETA: 447.8 min
Step 144200/500000 | t=3.60e+01 | T=7403.6 | a=1.000868 | H=2.41e-05 | 13.2 steps/s | 75.49 ms/step | ETA: 447.7 min
Step 144300/500000 | t=3.61e+01 | T=7403.6 | a=1.000868 | H=2.41e-05 | 13.2 steps/s | 75.50 ms/step | ETA: 447.6 min
Step 144400/500000 | t=3.61e+01 | T=7403.6 | a=1.000869 | H=2.41e-05 | 13.2 steps/s | 75.50 ms/step | ETA: 447.5 min
Step 144500/500000 | t=3.61e+01 | T=7403.6 | a=1.000869 | H=2.41e-05 | 13.2 steps/s | 75.50 ms/step | ETA: 447.4 min
Step 144600/500000 | t=3.61e+01 | T=7403.6 | a=1.000870 | H=2.41e-05 | 13.2 steps/s | 75.51 ms/step | ETA: 447.3 min
Step 144700/500000 | t=3.62e+01 | T=7403.6 | a=1.000871 | H=2.41e-05 | 13.2 steps/s | 75.51 ms/step | ETA: 447.2 min
Step 144800/500000 | t=3.62e+01 | T=7403.5 | a=1.000871 | H=2.41e-05 | 13.2 steps/s | 75.52 ms/step | ETA: 447.1 min
Step 144900/500000 | t=3.62e+01 | T=7403.5 | a=1.000872 | H=2.41e-05 | 13.2 steps/s | 75.54 ms/step | ETA: 447.1 min
Step 145000/500000 | t=3.62e+01 | T=7403.5 | a=1.000872 | H=2.41e-05 | 13.2 steps/s | 75.54 ms/step | ETA: 447.0 min
Step 145100/500000 | t=3.63e+01 | T=7403.5 | a=1.000873 | H=2.41e-05 | 13.2 steps/s | 75.55 ms/step | ETA: 446.9 min
Step 145200/500000 | t=3.63e+01 | T=7403.5 | a=1.000874 | H=2.41e-05 | 13.2 steps/s | 75.55 ms/step | ETA: 446.8 min
Step 145300/500000 | t=3.63e+01 | T=7403.5 | a=1.000874 | H=2.41e-05 | 13.2 steps/s | 75.56 ms/step | ETA: 446.7 min
Step 145400/500000 | t=3.64e+01 | T=7403.5 | a=1.000875 | H=2.41e-05 | 13.2 steps/s | 75.56 ms/step | ETA: 446.6 min
Step 145500/500000 | t=3.64e+01 | T=7403.5 | a=1.000875 | H=2.41e-05 | 13.2 steps/s | 75.57 ms/step | ETA: 446.5 min
Step 145600/500000 | t=3.64e+01 | T=7403.5 | a=1.000876 | H=2.41e-05 | 13.2 steps/s | 75.57 ms/step | ETA: 446.4 min
Step 145700/500000 | t=3.64e+01 | T=7403.5 | a=1.000877 | H=2.41e-05 | 13.2 steps/s | 75.57 ms/step | ETA: 446.3 min
Step 145800/500000 | t=3.65e+01 | T=7403.5 | a=1.000877 | H=2.41e-05 | 13.2 steps/s | 75.58 ms/step | ETA: 446.2 min
Step 145900/500000 | t=3.65e+01 | T=7403.5 | a=1.000878 | H=2.41e-05 | 13.2 steps/s | 75.61 ms/step | ETA: 446.2 min
Step 146000/500000 | t=3.65e+01 | T=7403.5 | a=1.000878 | H=2.41e-05 | 13.2 steps/s | 75.63 ms/step | ETA: 446.2 min
Step 146100/500000 | t=3.65e+01 | T=7403.5 | a=1.000879 | H=2.41e-05 | 13.2 steps/s | 75.66 ms/step | ETA: 446.3 min
Step 146200/500000 | t=3.65e+01 | T=7403.5 | a=1.000880 | H=2.41e-05 | 13.2 steps/s | 75.67 ms/step | ETA: 446.2 min
Step 146300/500000 | t=3.66e+01 | T=7403.5 | a=1.000880 | H=2.41e-05 | 13.2 steps/s | 75.68 ms/step | ETA: 446.1 min
Step 146400/500000 | t=3.66e+01 | T=7403.5 | a=1.000881 | H=2.41e-05 | 13.2 steps/s | 75.68 ms/step | ETA: 446.0 min
Step 146500/500000 | t=3.66e+01 | T=7403.5 | a=1.000881 | H=2.41e-05 | 13.2 steps/s | 75.69 ms/step | ETA: 445.9 min
Step 146600/500000 | t=3.66e+01 | T=7403.5 | a=1.000882 | H=2.41e-05 | 13.2 steps/s | 75.69 ms/step | ETA: 445.8 min
Step 146700/500000 | t=3.67e+01 | T=7403.5 | a=1.000883 | H=2.41e-05 | 13.2 steps/s | 75.69 ms/step | ETA: 445.7 min
Step 146800/500000 | t=3.67e+01 | T=7403.5 | a=1.000883 | H=2.41e-05 | 13.2 steps/s | 75.70 ms/step | ETA: 445.6 min
Step 146900/500000 | t=3.67e+01 | T=7403.5 | a=1.000884 | H=2.41e-05 | 13.2 steps/s | 75.72 ms/step | ETA: 445.6 min
Step 147000/500000 | t=3.68e+01 | T=7403.5 | a=1.000884 | H=2.41e-05 | 13.2 steps/s | 75.72 ms/step | ETA: 445.5 min
Step 147100/500000 | t=3.68e+01 | T=7403.4 | a=1.000885 | H=2.41e-05 | 13.2 steps/s | 75.73 ms/step | ETA: 445.4 min
Step 147200/500000 | t=3.68e+01 | T=7403.4 | a=1.000886 | H=2.41e-05 | 13.2 steps/s | 75.73 ms/step | ETA: 445.3 min
Step 147300/500000 | t=3.68e+01 | T=7403.4 | a=1.000886 | H=2.41e-05 | 13.2 steps/s | 75.73 ms/step | ETA: 445.2 min
Step 147400/500000 | t=3.69e+01 | T=7403.4 | a=1.000887 | H=2.41e-05 | 13.2 steps/s | 75.74 ms/step | ETA: 445.1 min
Step 147500/500000 | t=3.69e+01 | T=7403.4 | a=1.000887 | H=2.41e-05 | 13.2 steps/s | 75.74 ms/step | ETA: 445.0 min
Step 147600/500000 | t=3.69e+01 | T=7403.4 | a=1.000888 | H=2.41e-05 | 13.2 steps/s | 75.75 ms/step | ETA: 444.9 min
Step 147700/500000 | t=3.69e+01 | T=7403.4 | a=1.000889 | H=2.41e-05 | 13.2 steps/s | 75.75 ms/step | ETA: 444.8 min
Step 147800/500000 | t=3.70e+01 | T=7403.4 | a=1.000889 | H=2.41e-05 | 13.2 steps/s | 75.76 ms/step | ETA: 444.7 min
Step 147900/500000 | t=3.70e+01 | T=7403.4 | a=1.000890 | H=2.41e-05 | 13.2 steps/s | 75.77 ms/step | ETA: 444.7 min
Step 148000/500000 | t=3.70e+01 | T=7403.4 | a=1.000890 | H=2.41e-05 | 13.2 steps/s | 75.78 ms/step | ETA: 444.6 min
Step 148100/500000 | t=3.70e+01 | T=7403.4 | a=1.000891 | H=2.41e-05 | 13.2 steps/s | 75.78 ms/step | ETA: 444.5 min
Step 148200/500000 | t=3.70e+01 | T=7403.4 | a=1.000892 | H=2.41e-05 | 13.2 steps/s | 75.79 ms/step | ETA: 444.4 min
Step 148300/500000 | t=3.71e+01 | T=7403.4 | a=1.000892 | H=2.41e-05 | 13.2 steps/s | 75.79 ms/step | ETA: 444.3 min
Step 148400/500000 | t=3.71e+01 | T=7403.4 | a=1.000893 | H=2.41e-05 | 13.2 steps/s | 75.80 ms/step | ETA: 444.2 min
Step 148500/500000 | t=3.71e+01 | T=7403.4 | a=1.000893 | H=2.41e-05 | 13.2 steps/s | 75.80 ms/step | ETA: 444.1 min
Step 148600/500000 | t=3.71e+01 | T=7403.4 | a=1.000894 | H=2.41e-05 | 13.2 steps/s | 75.80 ms/step | ETA: 444.0 min
Step 148700/500000 | t=3.72e+01 | T=7403.4 | a=1.000895 | H=2.41e-05 | 13.2 steps/s | 75.81 ms/step | ETA: 443.9 min
Step 148800/500000 | t=3.72e+01 | T=7403.4 | a=1.000895 | H=2.41e-05 | 13.2 steps/s | 75.81 ms/step | ETA: 443.8 min
Step 148900/500000 | t=3.72e+01 | T=7403.4 | a=1.000896 | H=2.41e-05 | 13.2 steps/s | 75.83 ms/step | ETA: 443.7 min
Step 149000/500000 | t=3.72e+01 | T=7403.4 | a=1.000897 | H=2.41e-05 | 13.2 steps/s | 75.84 ms/step | ETA: 443.6 min
Step 149100/500000 | t=3.73e+01 | T=7403.4 | a=1.000897 | H=2.41e-05 | 13.2 steps/s | 75.84 ms/step | ETA: 443.5 min
Step 149200/500000 | t=3.73e+01 | T=7403.4 | a=1.000898 | H=2.41e-05 | 13.2 steps/s | 75.85 ms/step | ETA: 443.4 min
Step 149300/500000 | t=3.73e+01 | T=7403.3 | a=1.000898 | H=2.41e-05 | 13.2 steps/s | 75.85 ms/step | ETA: 443.3 min
Step 149400/500000 | t=3.74e+01 | T=7403.3 | a=1.000899 | H=2.41e-05 | 13.2 steps/s | 75.85 ms/step | ETA: 443.2 min
Step 149500/500000 | t=3.74e+01 | T=7403.3 | a=1.000900 | H=2.41e-05 | 13.2 steps/s | 75.86 ms/step | ETA: 443.1 min
Step 149600/500000 | t=3.74e+01 | T=7403.3 | a=1.000900 | H=2.41e-05 | 13.2 steps/s | 75.86 ms/step | ETA: 443.0 min
Step 149700/500000 | t=3.74e+01 | T=7403.3 | a=1.000901 | H=2.41e-05 | 13.2 steps/s | 75.87 ms/step | ETA: 442.9 min
Step 149800/500000 | t=3.75e+01 | T=7403.3 | a=1.000901 | H=2.41e-05 | 13.2 steps/s | 75.87 ms/step | ETA: 442.8 min
Step 149900/500000 | t=3.75e+01 | T=7403.3 | a=1.000902 | H=2.41e-05 | 13.2 steps/s | 75.89 ms/step | ETA: 442.8 min
Step 150000/500000 | t=3.75e+01 | T=7403.3 | a=1.000903 | H=2.41e-05 | 13.2 steps/s | 75.90 ms/step | ETA: 442.7 min
Step 150100/500000 | t=3.75e+01 | T=7403.3 | a=1.000903 | H=2.41e-05 | 13.2 steps/s | 75.90 ms/step | ETA: 442.6 min
Step 150200/500000 | t=3.75e+01 | T=7403.3 | a=1.000904 | H=2.41e-05 | 13.2 steps/s | 75.90 ms/step | ETA: 442.5 min
Step 150300/500000 | t=3.76e+01 | T=7403.3 | a=1.000904 | H=2.41e-05 | 13.2 steps/s | 75.91 ms/step | ETA: 442.4 min
Step 150400/500000 | t=3.76e+01 | T=7403.3 | a=1.000905 | H=2.41e-05 | 13.2 steps/s | 75.91 ms/step | ETA: 442.3 min
Step 150500/500000 | t=3.76e+01 | T=7403.3 | a=1.000906 | H=2.41e-05 | 13.2 steps/s | 75.91 ms/step | ETA: 442.2 min
Step 150600/500000 | t=3.76e+01 | T=7403.3 | a=1.000906 | H=2.41e-05 | 13.2 steps/s | 75.92 ms/step | ETA: 442.1 min
Step 150700/500000 | t=3.77e+01 | T=7403.3 | a=1.000907 | H=2.41e-05 | 13.2 steps/s | 75.92 ms/step | ETA: 442.0 min
Step 150800/500000 | t=3.77e+01 | T=7403.3 | a=1.000907 | H=2.41e-05 | 13.2 steps/s | 75.93 ms/step | ETA: 441.9 min
Step 150900/500000 | t=3.77e+01 | T=7403.3 | a=1.000908 | H=2.41e-05 | 13.2 steps/s | 75.95 ms/step | ETA: 441.9 min
Step 151000/500000 | t=3.78e+01 | T=7403.3 | a=1.000909 | H=2.41e-05 | 13.2 steps/s | 75.95 ms/step | ETA: 441.8 min
Step 151100/500000 | t=3.78e+01 | T=7403.3 | a=1.000909 | H=2.41e-05 | 13.2 steps/s | 75.95 ms/step | ETA: 441.7 min
Step 151200/500000 | t=3.78e+01 | T=7403.3 | a=1.000910 | H=2.41e-05 | 13.2 steps/s | 75.96 ms/step | ETA: 441.6 min
Step 151300/500000 | t=3.78e+01 | T=7403.3 | a=1.000910 | H=2.41e-05 | 13.2 steps/s | 75.97 ms/step | ETA: 441.5 min
Step 151400/500000 | t=3.79e+01 | T=7403.3 | a=1.000911 | H=2.41e-05 | 13.2 steps/s | 75.97 ms/step | ETA: 441.4 min
Step 151500/500000 | t=3.79e+01 | T=7403.3 | a=1.000912 | H=2.41e-05 | 13.2 steps/s | 75.98 ms/step | ETA: 441.3 min
Step 151600/500000 | t=3.79e+01 | T=7403.2 | a=1.000912 | H=2.41e-05 | 13.2 steps/s | 75.99 ms/step | ETA: 441.2 min
Step 151700/500000 | t=3.79e+01 | T=7403.2 | a=1.000913 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 441.2 min
Step 151800/500000 | t=3.80e+01 | T=7403.2 | a=1.000913 | H=2.41e-05 | 13.2 steps/s | 76.00 ms/step | ETA: 441.1 min
Step 151900/500000 | t=3.80e+01 | T=7403.2 | a=1.000914 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 441.0 min
Step 152000/500000 | t=3.80e+01 | T=7403.2 | a=1.000915 | H=2.41e-05 | 13.2 steps/s | 76.02 ms/step | ETA: 440.9 min
Step 152100/500000 | t=3.80e+01 | T=7403.2 | a=1.000915 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 440.8 min
Step 152200/500000 | t=3.80e+01 | T=7403.2 | a=1.000916 | H=2.41e-05 | 13.2 steps/s | 76.03 ms/step | ETA: 440.7 min
Step 152300/500000 | t=3.81e+01 | T=7403.2 | a=1.000916 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 440.6 min
Step 152400/500000 | t=3.81e+01 | T=7403.2 | a=1.000917 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 440.5 min
Step 152500/500000 | t=3.81e+01 | T=7403.2 | a=1.000918 | H=2.41e-05 | 13.2 steps/s | 76.04 ms/step | ETA: 440.4 min
Step 152600/500000 | t=3.81e+01 | T=7403.2 | a=1.000918 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 440.3 min
Step 152700/500000 | t=3.82e+01 | T=7403.2 | a=1.000919 | H=2.41e-05 | 13.1 steps/s | 76.05 ms/step | ETA: 440.2 min
Step 152800/500000 | t=3.82e+01 | T=7403.2 | a=1.000919 | H=2.41e-05 | 13.1 steps/s | 76.06 ms/step | ETA: 440.1 min
Step 152900/500000 | t=3.82e+01 | T=7403.2 | a=1.000920 | H=2.41e-05 | 13.1 steps/s | 76.08 ms/step | ETA: 440.1 min
Step 153000/500000 | t=3.82e+01 | T=7403.2 | a=1.000921 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 440.0 min
Step 153100/500000 | t=3.83e+01 | T=7403.2 | a=1.000921 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 439.9 min
Step 153200/500000 | t=3.83e+01 | T=7403.2 | a=1.000922 | H=2.41e-05 | 13.1 steps/s | 76.09 ms/step | ETA: 439.8 min
