======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-26 07:43:53
Log file: logs/simulation_20260226_074353.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------

Time step: dt_phys = 1.00e-04, dt (rescaled) = 1.0000e-01
  CFL limit: dt_CFL = 0.5774 (rescaled)
  dt/dt_CFL = 1.7321e-01 (SAFE)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7370.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 7000 GeV  →  3H/η = 1.03e-08
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11
Couplings: boson=1.09, fermion=1.09

Finding thermal VEV at T = 7370.0...
  V'(0) = 7.7081e-07
  V'(VEV) = 7.2041e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = 7.7081e-07
  V'(1e0)   = 7.7081e+03
  V'(1e5)   = -9.9982e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  Barrier found between 1.4897e+03 and 1.5672e+03
  Barrier top at: 1.5078e+03
  Escape point: 1.6586e+03
  V'(escape) = -2.7585e+06 (should be < 0)

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/256x256x256_T0_7370_dx_0.001_dtphys_0.0001_interval_5000_3D_hubble_eta_7000_gb_1.09_gf_1.09_rk2_fused_table/field_states
Figures will be saved to: data/set6/256x256x256_T0_7370_dx_0.001_dtphys_0.0001_interval_5000_3D_hubble_eta_7000_gb_1.09_gf_1.09_rk2_fused_table/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 256×256×256, Steps: 10000000000, dt: 1.00e-01
Integrator: rk2_fused_table
Using Vprime lookup table: True (size=16384)
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.2122e+03)
Overdamped mode: DISABLED (η = 7000)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 1.03e-08
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Dense snapshots: enabled (threshold=10000.0, interval=100)
Step 0/10000000000 | t=0.00e+00 | T=7370.0 | a=1.000000 | H=2.41e-05 | 1.1 steps/s | 912.31 ms/step | ETA: 152051687.2 min
Step 12100/10000000000 | t=1.21e+00 | T=7369.8 | a=1.000029 | H=2.41e-05 | 11.9 steps/s | 83.96 ms/step | ETA: 13994028.8 min
Step 12200/10000000000 | t=1.22e+00 | T=7369.8 | a=1.000029 | H=2.41e-05 | 11.9 steps/s | 84.03 ms/step | ETA: 14005721.2 min
Step 12300/10000000000 | t=1.23e+00 | T=7369.8 | a=1.000030 | H=2.41e-05 | 11.9 steps/s | 84.18 ms/step | ETA: 14029392.2 min
Step 12400/10000000000 | t=1.24e+00 | T=7369.8 | a=1.000030 | H=2.41e-05 | 11.9 steps/s | 84.31 ms/step | ETA: 14051704.6 min
Step 12500/10000000000 | t=1.25e+00 | T=7369.8 | a=1.000030 | H=2.41e-05 | 11.8 steps/s | 84.59 ms/step | ETA: 14098293.3 min
Step 12600/10000000000 | t=1.26e+00 | T=7369.8 | a=1.000030 | H=2.41e-05 | 11.8 steps/s | 84.72 ms/step | ETA: 14120220.1 min
Step 12700/10000000000 | t=1.27e+00 | T=7369.8 | a=1.000031 | H=2.41e-05 | 11.8 steps/s | 84.85 ms/step | ETA: 14141249.0 min
Step 12800/10000000000 | t=1.28e+00 | T=7369.8 | a=1.000031 | H=2.41e-05 | 11.8 steps/s | 84.98 ms/step | ETA: 14163506.5 min
Step 12900/10000000000 | t=1.29e+00 | T=7369.8 | a=1.000031 | H=2.41e-05 | 11.8 steps/s | 85.09 ms/step | ETA: 14182016.3 min
Step 13000/10000000000 | t=1.30e+00 | T=7369.8 | a=1.000031 | H=2.41e-05 | 11.7 steps/s | 85.15 ms/step | ETA: 14191380.2 min
Step 13100/10000000000 | t=1.31e+00 | T=7369.8 | a=1.000032 | H=2.41e-05 | 11.7 steps/s | 85.20 ms/step | ETA: 14200212.0 min
Step 13200/10000000000 | t=1.32e+00 | T=7369.8 | a=1.000032 | H=2.41e-05 | 11.7 steps/s | 85.26 ms/step | ETA: 14209643.3 min
Step 13300/10000000000 | t=1.33e+00 | T=7369.8 | a=1.000032 | H=2.41e-05 | 11.7 steps/s | 85.31 ms/step | ETA: 14217810.1 min
Step 13400/10000000000 | t=1.34e+00 | T=7369.8 | a=1.000032 | H=2.41e-05 | 11.7 steps/s | 85.37 ms/step | ETA: 14227689.2 min
Step 13500/10000000000 | t=1.35e+00 | T=7369.8 | a=1.000032 | H=2.41e-05 | 11.7 steps/s | 85.57 ms/step | ETA: 14260963.3 min
Step 13600/10000000000 | t=1.36e+00 | T=7369.8 | a=1.000033 | H=2.41e-05 | 11.7 steps/s | 85.61 ms/step | ETA: 14269145.8 min
Step 13700/10000000000 | t=1.37e+00 | T=7369.8 | a=1.000033 | H=2.41e-05 | 11.7 steps/s | 85.69 ms/step | ETA: 14280975.6 min
Step 13800/10000000000 | t=1.38e+00 | T=7369.8 | a=1.000033 | H=2.41e-05 | 11.7 steps/s | 85.79 ms/step | ETA: 14297482.9 min
Step 13900/10000000000 | t=1.39e+00 | T=7369.8 | a=1.000033 | H=2.41e-05 | 11.6 steps/s | 85.88 ms/step | ETA: 14313125.5 min
Step 14000/10000000000 | t=1.40e+00 | T=7369.8 | a=1.000034 | H=2.41e-05 | 11.6 steps/s | 86.01 ms/step | ETA: 14334646.8 min
Step 14100/10000000000 | t=1.41e+00 | T=7369.8 | a=1.000034 | H=2.41e-05 | 11.6 steps/s | 86.15 ms/step | ETA: 14359112.9 min
Step 14200/10000000000 | t=1.42e+00 | T=7369.7 | a=1.000034 | H=2.41e-05 | 11.6 steps/s | 86.23 ms/step | ETA: 14370819.1 min
Step 14300/10000000000 | t=1.43e+00 | T=7369.7 | a=1.000034 | H=2.41e-05 | 11.6 steps/s | 86.40 ms/step | ETA: 14399933.5 min
Step 14400/10000000000 | t=1.44e+00 | T=7369.7 | a=1.000035 | H=2.41e-05 | 11.6 steps/s | 86.45 ms/step | ETA: 14407656.9 min
Step 14500/10000000000 | t=1.45e+00 | T=7369.7 | a=1.000035 | H=2.41e-05 | 11.5 steps/s | 86.61 ms/step | ETA: 14434288.6 min
Step 14600/10000000000 | t=1.46e+00 | T=7369.7 | a=1.000035 | H=2.41e-05 | 11.5 steps/s | 86.63 ms/step | ETA: 14438472.6 min
Step 14700/10000000000 | t=1.47e+00 | T=7369.7 | a=1.000035 | H=2.41e-05 | 11.5 steps/s | 86.65 ms/step | ETA: 14442081.2 min
Step 14800/10000000000 | t=1.48e+00 | T=7369.7 | a=1.000036 | H=2.41e-05 | 11.5 steps/s | 86.68 ms/step | ETA: 14447463.7 min
Step 14900/10000000000 | t=1.49e+00 | T=7369.7 | a=1.000036 | H=2.41e-05 | 11.5 steps/s | 86.72 ms/step | ETA: 14452672.9 min
Step 15000/10000000000 | t=1.50e+00 | T=7369.7 | a=1.000036 | H=2.41e-05 | 11.5 steps/s | 86.74 ms/step | ETA: 14455968.3 min
Step 15100/10000000000 | t=1.51e+00 | T=7369.7 | a=1.000036 | H=2.41e-05 | 11.5 steps/s | 86.76 ms/step | ETA: 14459249.0 min
Step 15200/10000000000 | t=1.52e+00 | T=7369.7 | a=1.000037 | H=2.41e-05 | 11.5 steps/s | 86.78 ms/step | ETA: 14464037.2 min
Step 15300/10000000000 | t=1.53e+00 | T=7369.7 | a=1.000037 | H=2.41e-05 | 11.5 steps/s | 86.81 ms/step | ETA: 14467706.3 min
Step 15400/10000000000 | t=1.54e+00 | T=7369.7 | a=1.000037 | H=2.41e-05 | 11.5 steps/s | 86.85 ms/step | ETA: 14474236.5 min
Step 15500/10000000000 | t=1.55e+00 | T=7369.7 | a=1.000037 | H=2.41e-05 | 11.5 steps/s | 87.00 ms/step | ETA: 14500442.0 min
Step 15600/10000000000 | t=1.56e+00 | T=7369.7 | a=1.000038 | H=2.41e-05 | 11.5 steps/s | 87.05 ms/step | ETA: 14508549.0 min
Step 15700/10000000000 | t=1.57e+00 | T=7369.7 | a=1.000038 | H=2.41e-05 | 11.5 steps/s | 87.06 ms/step | ETA: 14509495.5 min
Step 15800/10000000000 | t=1.58e+00 | T=7369.7 | a=1.000038 | H=2.41e-05 | 11.5 steps/s | 87.06 ms/step | ETA: 14510264.5 min
Step 15900/10000000000 | t=1.59e+00 | T=7369.7 | a=1.000038 | H=2.41e-05 | 11.5 steps/s | 87.07 ms/step | ETA: 14511692.5 min
Step 16000/10000000000 | t=1.60e+00 | T=7369.7 | a=1.000038 | H=2.41e-05 | 11.5 steps/s | 87.11 ms/step | ETA: 14518249.2 min
Step 16100/10000000000 | t=1.61e+00 | T=7369.7 | a=1.000039 | H=2.41e-05 | 11.5 steps/s | 87.13 ms/step | ETA: 14521236.8 min
Step 16200/10000000000 | t=1.62e+00 | T=7369.7 | a=1.000039 | H=2.41e-05 | 11.5 steps/s | 87.16 ms/step | ETA: 14527385.8 min
Step 16300/10000000000 | t=1.63e+00 | T=7369.7 | a=1.000039 | H=2.41e-05 | 11.5 steps/s | 87.17 ms/step | ETA: 14529062.8 min
Step 16400/10000000000 | t=1.64e+00 | T=7369.7 | a=1.000039 | H=2.41e-05 | 11.5 steps/s | 87.19 ms/step | ETA: 14532289.5 min
Step 16500/10000000000 | t=1.65e+00 | T=7369.7 | a=1.000040 | H=2.41e-05 | 11.5 steps/s | 87.32 ms/step | ETA: 14552619.7 min
Step 16600/10000000000 | t=1.66e+00 | T=7369.7 | a=1.000040 | H=2.41e-05 | 11.5 steps/s | 87.32 ms/step | ETA: 14553598.8 min
Step 16700/10000000000 | t=1.67e+00 | T=7369.7 | a=1.000040 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14562359.0 min
Step 16800/10000000000 | t=1.68e+00 | T=7369.7 | a=1.000040 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14562406.0 min
Step 16900/10000000000 | t=1.69e+00 | T=7369.7 | a=1.000041 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14562099.9 min
Step 17000/10000000000 | t=1.70e+00 | T=7369.7 | a=1.000041 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14561208.7 min
Step 17100/10000000000 | t=1.71e+00 | T=7369.7 | a=1.000041 | H=2.41e-05 | 11.4 steps/s | 87.36 ms/step | ETA: 14559856.4 min
Step 17200/10000000000 | t=1.72e+00 | T=7369.7 | a=1.000041 | H=2.41e-05 | 11.4 steps/s | 87.35 ms/step | ETA: 14558619.2 min
Step 17300/10000000000 | t=1.73e+00 | T=7369.7 | a=1.000042 | H=2.41e-05 | 11.4 steps/s | 87.34 ms/step | ETA: 14556911.0 min
Step 17400/10000000000 | t=1.74e+00 | T=7369.7 | a=1.000042 | H=2.41e-05 | 11.4 steps/s | 87.34 ms/step | ETA: 14556656.3 min
Step 17500/10000000000 | t=1.75e+00 | T=7369.7 | a=1.000042 | H=2.41e-05 | 11.4 steps/s | 87.45 ms/step | ETA: 14575057.4 min
Step 17600/10000000000 | t=1.76e+00 | T=7369.7 | a=1.000042 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 14573800.2 min
Step 17700/10000000000 | t=1.77e+00 | T=7369.7 | a=1.000043 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 14572558.9 min
Step 17800/10000000000 | t=1.78e+00 | T=7369.7 | a=1.000043 | H=2.41e-05 | 11.4 steps/s | 87.43 ms/step | ETA: 14570886.1 min
Step 17900/10000000000 | t=1.79e+00 | T=7369.7 | a=1.000043 | H=2.41e-05 | 11.4 steps/s | 87.41 ms/step | ETA: 14568924.0 min
Step 18000/10000000000 | t=1.80e+00 | T=7369.7 | a=1.000043 | H=2.41e-05 | 11.4 steps/s | 87.40 ms/step | ETA: 14566946.0 min
Step 18100/10000000000 | t=1.81e+00 | T=7369.7 | a=1.000044 | H=2.41e-05 | 11.4 steps/s | 87.42 ms/step | ETA: 14570745.6 min
Step 18200/10000000000 | t=1.82e+00 | T=7369.7 | a=1.000044 | H=2.41e-05 | 11.4 steps/s | 87.42 ms/step | ETA: 14570672.2 min
Step 18300/10000000000 | t=1.83e+00 | T=7369.7 | a=1.000044 | H=2.41e-05 | 11.4 steps/s | 87.41 ms/step | ETA: 14568765.5 min
Step 18400/10000000000 | t=1.84e+00 | T=7369.7 | a=1.000044 | H=2.41e-05 | 11.4 steps/s | 87.40 ms/step | ETA: 14566785.0 min
Step 18500/10000000000 | t=1.85e+00 | T=7369.7 | a=1.000045 | H=2.41e-05 | 11.4 steps/s | 87.50 ms/step | ETA: 14582596.1 min
Step 18600/10000000000 | t=1.86e+00 | T=7369.7 | a=1.000045 | H=2.41e-05 | 11.4 steps/s | 87.48 ms/step | ETA: 14580025.1 min
Step 18700/10000000000 | t=1.87e+00 | T=7369.7 | a=1.000045 | H=2.41e-05 | 11.4 steps/s | 87.49 ms/step | ETA: 14581988.5 min
Step 18800/10000000000 | t=1.88e+00 | T=7369.7 | a=1.000045 | H=2.41e-05 | 11.4 steps/s | 87.50 ms/step | ETA: 14583866.3 min
Step 18900/10000000000 | t=1.89e+00 | T=7369.7 | a=1.000045 | H=2.41e-05 | 11.4 steps/s | 87.50 ms/step | ETA: 14583314.4 min
Step 19000/10000000000 | t=1.90e+00 | T=7369.7 | a=1.000046 | H=2.41e-05 | 11.4 steps/s | 87.49 ms/step | ETA: 14581415.5 min
Step 19100/10000000000 | t=1.91e+00 | T=7369.7 | a=1.000046 | H=2.41e-05 | 11.4 steps/s | 87.47 ms/step | ETA: 14578997.9 min
Step 19200/10000000000 | t=1.92e+00 | T=7369.7 | a=1.000046 | H=2.41e-05 | 11.4 steps/s | 87.46 ms/step | ETA: 14576451.0 min
Step 19300/10000000000 | t=1.93e+00 | T=7369.7 | a=1.000046 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 14574088.0 min
Step 19400/10000000000 | t=1.94e+00 | T=7369.7 | a=1.000047 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 14573409.5 min
Step 19500/10000000000 | t=1.95e+00 | T=7369.7 | a=1.000047 | H=2.41e-05 | 11.4 steps/s | 87.53 ms/step | ETA: 14589004.2 min
Step 19600/10000000000 | t=1.96e+00 | T=7369.7 | a=1.000047 | H=2.41e-05 | 11.4 steps/s | 87.52 ms/step | ETA: 14586544.7 min
Step 19700/10000000000 | t=1.97e+00 | T=7369.7 | a=1.000047 | H=2.41e-05 | 11.4 steps/s | 87.51 ms/step | ETA: 14585003.8 min
Step 19800/10000000000 | t=1.98e+00 | T=7369.6 | a=1.000048 | H=2.41e-05 | 11.4 steps/s | 87.50 ms/step | ETA: 14582771.3 min
Step 19900/10000000000 | t=1.99e+00 | T=7369.6 | a=1.000048 | H=2.41e-05 | 11.4 steps/s | 87.48 ms/step | ETA: 14579975.7 min
Step 20000/10000000000 | t=2.00e+00 | T=7369.6 | a=1.000048 | H=2.41e-05 | 11.4 steps/s | 87.47 ms/step | ETA: 14577480.4 min
Step 20100/10000000000 | t=2.01e+00 | T=7369.6 | a=1.000048 | H=2.41e-05 | 11.4 steps/s | 87.48 ms/step | ETA: 14579430.6 min
Step 20200/10000000000 | t=2.02e+00 | T=7369.6 | a=1.000049 | H=2.41e-05 | 11.4 steps/s | 87.46 ms/step | ETA: 14577070.4 min
Step 20300/10000000000 | t=2.03e+00 | T=7369.6 | a=1.000049 | H=2.41e-05 | 11.4 steps/s | 87.45 ms/step | ETA: 14574376.7 min
Step 20400/10000000000 | t=2.04e+00 | T=7369.6 | a=1.000049 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 14572588.6 min
Step 20500/10000000000 | t=2.05e+00 | T=7369.6 | a=1.000049 | H=2.41e-05 | 11.4 steps/s | 87.52 ms/step | ETA: 14585969.1 min
Step 20600/10000000000 | t=2.06e+00 | T=7369.6 | a=1.000050 | H=2.41e-05 | 11.4 steps/s | 87.50 ms/step | ETA: 14582910.6 min
Step 20700/10000000000 | t=2.07e+00 | T=7369.6 | a=1.000050 | H=2.41e-05 | 11.4 steps/s | 87.48 ms/step | ETA: 14580546.5 min
Step 20800/10000000000 | t=2.08e+00 | T=7369.6 | a=1.000050 | H=2.41e-05 | 11.4 steps/s | 87.48 ms/step | ETA: 14580276.6 min
Step 20900/10000000000 | t=2.09e+00 | T=7369.6 | a=1.000050 | H=2.41e-05 | 11.4 steps/s | 87.47 ms/step | ETA: 14577887.6 min
Step 21000/10000000000 | t=2.10e+00 | T=7369.6 | a=1.000051 | H=2.41e-05 | 11.4 steps/s | 87.46 ms/step | ETA: 14576431.9 min
Step 21100/10000000000 | t=2.11e+00 | T=7369.6 | a=1.000051 | H=2.41e-05 | 11.4 steps/s | 87.44 ms/step | ETA: 14573095.0 min
Step 21200/10000000000 | t=2.12e+00 | T=7369.6 | a=1.000051 | H=2.41e-05 | 11.4 steps/s | 87.42 ms/step | ETA: 14569718.0 min
Step 21300/10000000000 | t=2.13e+00 | T=7369.6 | a=1.000051 | H=2.41e-05 | 11.4 steps/s | 87.40 ms/step | ETA: 14566694.4 min
Step 21400/10000000000 | t=2.14e+00 | T=7369.6 | a=1.000051 | H=2.41e-05 | 11.4 steps/s | 87.38 ms/step | ETA: 14563736.4 min
Step 21500/10000000000 | t=2.15e+00 | T=7369.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.48 ms/step | ETA: 14579285.4 min
Step 21600/10000000000 | t=2.16e+00 | T=7369.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.47 ms/step | ETA: 14577690.2 min
Step 21700/10000000000 | t=2.17e+00 | T=7369.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.45 ms/step | ETA: 14574492.7 min
Step 21800/10000000000 | t=2.18e+00 | T=7369.6 | a=1.000052 | H=2.41e-05 | 11.4 steps/s | 87.45 ms/step | ETA: 14574228.1 min
Step 21900/10000000000 | t=2.19e+00 | T=7369.6 | a=1.000053 | H=2.41e-05 | 11.4 steps/s | 87.43 ms/step | ETA: 14571058.4 min
Step 22000/10000000000 | t=2.20e+00 | T=7369.6 | a=1.000053 | H=2.41e-05 | 11.4 steps/s | 87.41 ms/step | ETA: 14567902.9 min
Step 22100/10000000000 | t=2.21e+00 | T=7369.6 | a=1.000053 | H=2.41e-05 | 11.4 steps/s | 87.39 ms/step | ETA: 14564363.3 min
Step 22200/10000000000 | t=2.22e+00 | T=7369.6 | a=1.000053 | H=2.41e-05 | 11.4 steps/s | 87.39 ms/step | ETA: 14564296.3 min
Step 22300/10000000000 | t=2.23e+00 | T=7369.6 | a=1.000054 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14561244.7 min
Step 22400/10000000000 | t=2.24e+00 | T=7369.6 | a=1.000054 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14562200.1 min
Step 22500/10000000000 | t=2.25e+00 | T=7369.6 | a=1.000054 | H=2.41e-05 | 11.4 steps/s | 87.45 ms/step | ETA: 14574229.9 min
Step 22600/10000000000 | t=2.26e+00 | T=7369.6 | a=1.000054 | H=2.41e-05 | 11.4 steps/s | 87.43 ms/step | ETA: 14571299.4 min
Step 22700/10000000000 | t=2.27e+00 | T=7369.6 | a=1.000055 | H=2.41e-05 | 11.4 steps/s | 87.41 ms/step | ETA: 14567883.3 min
Step 22800/10000000000 | t=2.28e+00 | T=7369.6 | a=1.000055 | H=2.41e-05 | 11.4 steps/s | 87.39 ms/step | ETA: 14565065.8 min
Step 22900/10000000000 | t=2.29e+00 | T=7369.6 | a=1.000055 | H=2.41e-05 | 11.4 steps/s | 87.39 ms/step | ETA: 14565427.8 min
Step 23000/10000000000 | t=2.30e+00 | T=7369.6 | a=1.000055 | H=2.41e-05 | 11.4 steps/s | 87.38 ms/step | ETA: 14563872.8 min
Step 23100/10000000000 | t=2.31e+00 | T=7369.6 | a=1.000056 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14561113.3 min
Step 23200/10000000000 | t=2.32e+00 | T=7369.6 | a=1.000056 | H=2.41e-05 | 11.4 steps/s | 87.35 ms/step | ETA: 14558610.0 min
Step 23300/10000000000 | t=2.33e+00 | T=7369.6 | a=1.000056 | H=2.41e-05 | 11.5 steps/s | 87.33 ms/step | ETA: 14555440.4 min
Step 23400/10000000000 | t=2.34e+00 | T=7369.6 | a=1.000056 | H=2.41e-05 | 11.5 steps/s | 87.31 ms/step | ETA: 14552320.3 min
Step 23500/10000000000 | t=2.35e+00 | T=7369.6 | a=1.000057 | H=2.41e-05 | 11.4 steps/s | 87.38 ms/step | ETA: 14564065.0 min
Step 23600/10000000000 | t=2.36e+00 | T=7369.6 | a=1.000057 | H=2.41e-05 | 11.4 steps/s | 87.40 ms/step | ETA: 14567236.6 min
Step 23700/10000000000 | t=2.37e+00 | T=7369.6 | a=1.000057 | H=2.41e-05 | 11.4 steps/s | 87.39 ms/step | ETA: 14564214.0 min
Step 23800/10000000000 | t=2.38e+00 | T=7369.6 | a=1.000057 | H=2.41e-05 | 11.4 steps/s | 87.37 ms/step | ETA: 14562177.6 min
Step 23900/10000000000 | t=2.39e+00 | T=7369.6 | a=1.000057 | H=2.41e-05 | 11.4 steps/s | 87.35 ms/step | ETA: 14558630.1 min
Step 24000/10000000000 | t=2.40e+00 | T=7369.6 | a=1.000058 | H=2.41e-05 | 11.5 steps/s | 87.33 ms/step | ETA: 14555107.8 min
Step 24100/10000000000 | t=2.41e+00 | T=7369.6 | a=1.000058 | H=2.41e-05 | 11.5 steps/s | 87.31 ms/step | ETA: 14552312.6 min
